grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
4213650,4,13,ASSINIBOINE RIVER,HEADINGLEY,CA,49.869167,-97.402779,153000,230,1913,2019,107,0.020590961,1913,1995,83,0.100401606,1913,2019,107,53.474,1.686356064,11.02193506
4213660,4,13,MONNERY RIVER,NEAR PARADISE HILL,CA,53.5411,-109.5272,875,-999,1967,2017,51,35.93588136,,,,,1967,2017,51,n.a.,n.a.,n.a.
4213665,4,13,MOOSEHILLS CREEK,NEAR ELK POINT,CA,53.9342,-110.7767,36.5,-999,1978,2009,32,32.2929381,,,,,1978,2009,32,n.a.,n.a.,n.a.
4213670,4,13,MOSQUITO CREEK,NEAR THE MOUTH,CA,50.2556,-113.5542,838,-999,1982,2018,37,33.24874991,,,,,1982,2018,37,n.a.,n.a.,n.a.
4213675,4,13,MOSSY RIVER,BELOW OUTLET OF DAUPHIN LAKE,CA,51.45,-99.9667,8700,-999,1936,2016,81,28.05093379,,,,,1936,2016,81,14.174,0.446991264,51.37830621
4213680,4,13,RED RIVER,EMERSON,CA,49.008335,-97.211113,104000,230,1912,2018,107,0,1912,1995,84,0,1912,2018,107,126.662,3.994412832,38.40781569
4213681,4,13,RED RIVER,NEAR LOCKPORT,CA,50.1078,-96.9317,278000,-999,1962,2008,47,2.406432921,,,,,1962,2008,47,248.099,7.824050064,28.14406498
4213682,4,13,RED RIVER,NEAR ST. NORBERT,CA,49.7861,-97.1369,122000,-999,1967,2017,51,87.23945645,,,,,1967,2017,51,n.a.,n.a.,n.a.
4213683,4,13,RED RIVER,NEAR STE. AGATHE,CA,49.5536,-97.1847,115000,-999,1958,2018,61,1.222924188,,,,,1958,2018,61,192.9,6.0832944,52.89821217
4213684,4,13,RED RIVER,SELKIRK,CA,50.14,-96.86,287000,-999,2008,2016,9,0,,,,,2008,2016,9,445.764,14.0576135,48.98123172
4213690,4,13,ROSEAU RIVER,NEAR DOMINION CITY,CA,49.18861,-96.996109,5150,242,1913,2018,106,16.61363342,1913,1995,83,12.34939759,1913,2018,106,10.528,0.332011008,64.46815689
4213700,4,13,TAYLOR RIVER,NEAR THOMPSON,CA,55.488888,-98.186111,883,229,1970,2017,48,5.230911508,1970,1995,26,4.620462046,1970,2017,48,4.968,0.156670848,177.4301789
4213710,4,13,NELSON RIVER,ABOVE BLADDER RAPIDS,CA,54.775002,-97.930557,1000000,190,1958,1994,37,2.330913259,1958,1994,37,2.331002331,1958,1994,37,2237.766,70.57018858,70.57018858
4213711,4,13,NELSON RIVER,LONG SPRUCE GENERATING STATION,CA,56.3975,-94.3694,1060000,-999,1987,2018,32,0.008555784,,,,,1987,2018,32,3516.545,110.8977631,104.6205312
4213712,4,13,NELSON RIVER,KETTLE GENERATING STATION,CA,56.3803,-94.6339,1060000,-999,1987,2018,32,0.008555784,,,,,1987,2018,32,3510.065,110.6934098,104.4277451
4213715,4,13,KETTLE RIVER,NEAR GILLAM,CA,56.3444,-94.6833,1090,-999,1963,2017,55,4.049984944,,,,,1963,2017,55,13.415,0.42305544,388.1242569
4213720,4,13,NELSON RIVER,AT KELSEY GENERATING STATION,CA,56.038887,-96.525002,1010000,-999,1960,2018,59,0.004679895,1960,1993,34,0,1960,2018,59,2341.773,73.85015333,73.11896369
4213730,4,13,GUNISAO RIVER,JAM RAPIDS,CA,53.78611,-97.672226,4400,219,1971,2016,46,4.166164961,1971,1995,25,9.152542373,1971,2016,46,19.395,0.61164072,139.0092545
4213740,4,13,POPLAR RIVER,OUTLET OF WEAVER LAKE,CA,52.777779,-96.752777,6790,236,1967,1996,30,0,1967,1995,29,0,1967,1996,30,32.67,1.03028112,151.7350692
4213745,4,13,BERENS RIVER,ABOVE BERENS LAKE,CA,51.8,-93.52,5730,-999,1980,2016,37,23.68479467,,,,,1980,2016,37,48.99,1.54494864,269.6245445
4213750,4,13,BLACK RIVER,NEAR MANIGOTAGAN,CA,50.861668,-96.252777,712,236,1960,1992,33,0.273060841,1960,1992,33,0.519480519,1960,1992,33,3.329,0.104983344,147.4485169
4213760,4,13,MUSKEG CREEK,NEAR WESTEROSE,CA,52.8683,-113.9575,91.7,-999,1982,1990,9,42.28919525,,,,,1982,1990,9,n.a.,n.a.,n.a.
4213765,4,13,NORDEGG RIVER,SUNCHILD ROAD,CA,52.8203,-115.5194,875,-999,1971,2015,45,0,,,,,1971,2015,45,5.029,0.158594544,181.2509074
4213770,4,13,BROKENHEAD RIVER,NEAR BEAUSEJOUR,CA,50.090279,-96.429443,1580,230,1942,2016,75,16.66850443,1942,1995,54,12.28615863,1942,2016,75,3.657,0.115327152,72.99186835
4213780,4,13,WHITEMOUTH RIVER,NEAR WHITEMOUTH,CA,49.938889,-95.955559,3700,271,1942,2017,76,6.289581298,1942,1995,54,10.1088647,1942,2017,76,15.051,0.474648336,128.2833341
4213790,4,13,RAT RIVER,NEAR SUNDOWN,CA,49.209721,-96.283333,414,319,1960,2018,59,18.47029726,1960,1995,36,0,1960,2018,59,1.241,0.039136176,94.53182609
4213795,4,13,SPRAGUE CREEK,NEAR SPRAGUE,CA,48.99,-95.66,455,-999,1928,1981,54,7.562982005,1928,1981,54,7.981220657,1928,1981,54,1.623,0.051182928,112.4899516
4213800,4,13,WINNIPEG RIVER,SLAVE FALLS,CA,50.224998,-95.570831,126000,280,1907,2018,112,1.816270656,1907,1995,89,0,1907,2018,112,876.52,27.64193472,219.3804343
4213801,4,13,WINNIPEG RIVER,MCARTHUR GENERATING STATION,CA,50.3981,-95.9972,134000,-999,1987,2018,32,0,,,,,1987,2018,32,1016.893,32.06873765,239.3189377
4213802,4,13,WINNIPEG RIVER,PINE FALLS GENERATING STATION,CA,50.5675,-96.1775,136000,-999,1987,2018,32,0.008555784,,,,,1987,2018,32,998.685,31.49453016,231.5774276
4213803,4,13,WINNIPEG RIVER,WHITEDOG FALLS POWERHOUSE,CA,50.1167,-94.8708,-999,-999,1913,1994,82,22.62835197,,,,,1913,1994,82,412.733,13.01594789,n.a.
4213804,4,13,WINNIPEG RIVER,BELOW LAKE OF THE WOODS OUTLETS,CA,49.7833,-94.5139,70400,-999,1892,2010,119,0,,,,,1892,2010,119,435.308,13.72787309,194.9981973
4213810,4,13,ODEI RIVER,NEAR THOMPSON,CA,55.9958,-97.3564,6130,-999,1979,2017,39,0.961740962,,,,,1979,2017,39,34.699,1.094267664,178.5102225
4213815,4,13,OVERFLOWING RIVER,OVERFLOWING RIVER,CA,53.1542,-101.1083,3350,-999,1954,2018,65,33.38282078,,,,,1954,2018,65,n.a.,n.a.,n.a.
4213820,4,13,PIPESTONE RIVER,NEAR LAKE LOUISE,CA,51.4339,-116.1722,306,-999,1911,2014,104,59.30636144,,,,,1911,2014,104,5.907,0.186283152,608.7684706
4213825,4,13,POINTE-AUX-PINS CREEK,NEAR ARDROSSAN,CA,53.5994,-113.1636,106,-999,1979,2018,40,34.33073043,,,,,1979,2018,40,n.a.,n.a.,n.a.
4213830,4,13,POTHOLE CREEK,RUSSELL'S RANCH,CA,49.5644,-112.8278,772,-999,1919,2018,100,46.47918269,,,,,1919,2018,100,n.a.,n.a.,n.a.
4213835,4,13,RAM RIVER,NEAR THE MOUTH,CA,52.3653,-115.4258,1860,-999,1967,2018,52,5.310764348,,,,,1967,2018,52,14.77,0.46578672,250.4229677
4213840,4,13,WEIR RIVER,ABOVE THE MOUTH,CA,57.025833,-93.448334,2280,27,1977,2017,41,3.666110184,,,,,1977,2017,41,15.526,0.489627936,214.7490947
4213845,4,13,ANGLING RIVER,NEAR BIRD,CA,56.67,-93.64,1560,-999,1979,2016,38,4.92074928,,,,,1979,2016,38,10.75,0.339012,217.3153846
4213850,4,13,CEDAR RIVER,BELOW WABASKANG LAKE,CA,50.508335,-93.258331,1690,366,1970,2016,47,0,1970,1996,27,0,1970,2016,47,11.788,0.371746368,219.9682651
4213860,4,13,REDWATER RIVER,NEAR THE MOUTH,CA,53.8969,-112.9961,1550,-999,1978,2018,41,37.18374822,,,,,1978,2018,41,n.a.,n.a.,n.a.
4213865,4,13,RENWICK CREEK,NEAR THREE HILLS,CA,51.7169,-113.3631,57.2,-999,1967,2018,52,41.46457946,,,,,1967,2018,52,n.a.,n.a.,n.a.
4213870,4,13,RIBSTONE CREEK,NEAR EDGERTON,CA,52.755,-110.4833,2810,-999,1924,2018,95,56.38192708,,,,,1924,2018,95,n.a.,n.a.,n.a.
4213875,4,13,WOLF CREEK,NEAR ALDER FLATS,CA,52.93,-115.01,551,-999,1972,2014,43,31.68431184,,,,,1972,2014,43,n.a.,n.a.,n.a.
4213880,4,13,TURTLE RIVER,NEAR MINE CENTRE,CA,48.849998,-92.724998,4870,363,1914,2017,104,2.697622703,,,,,1914,2017,104,38.282,1.207261152,247.8975671
4213885,4,13,BASSWOOD LAKE OUTFLOW,NEAR WINTON,CA,48.08,-91.65,4510,-999,1924,2015,92,3.145216588,,,,,1924,2015,92,38.14,1.20278304,266.6924701
4213890,4,13,NAMAKAN RIVER,OUTLET OF LAC LA CROIX,CA,48.383335,-92.17778,13400,-999,1921,2018,98,0.165912095,,,,,1921,2018,98,107.635,3.39437736,253.3117433
4213900,4,13,ROSEBUD RIVER,REDLAND,CA,51.2933,-113.0106,3580,-999,1951,2018,68,36.09813559,,,,,1951,2018,68,n.a.,n.a.,n.a.
4213905,4,13,SEINE RIVER,STURGEON FALLS GENERATING STATION,CA,48.7444,-92.2847,5880,-999,1963,2018,56,0.117514567,,,,,1963,2018,56,45.615,1.43851464,244.6453469
4213910,4,13,ENGLISH RIVER,UMFREVILLE,CA,49.875,-91.458336,6230,398,1921,2018,98,0,,,,,1921,2018,98,58.764,1.853181504,297.4609156
4213911,4,13,ENGLISH RIVER,EAR FALLS,CA,50.6333,-93.2083,26400,-999,1907,1994,88,0.186671645,,,,,1907,1994,88,217.11,6.84678096,259.3477636
4213920,4,13,SILVERHORN CREEK,NEAR THE MOUTH,CA,51.8,-116.5831,20.7,-999,1971,2016,46,0.489756913,,,,,1971,2016,46,0.433,0.013655088,659.666087
4213925,4,13,SPRAY RIVER,BANFF,CA,51.1597,-115.5544,749,-999,1910,2015,106,0.088263545,,,,,1910,2015,106,7.391,0.233082576,311.1916903
4213930,4,13,STRAWBERRY CREEK,NEAR THE MOUTH,CA,53.3114,-114.0506,584,-999,1966,2014,49,32.33005849,,,,,1966,2014,49,n.a.,n.a.,n.a.
4213935,4,13,TORCH RIVER,NEAR LOVE,CA,53.5875,-104.1611,4650,-999,1950,2017,68,21.19954427,,,,,1950,2017,68,8.409,0.265186224,57.02929548
4213940,4,13,TROUT CREEK,NEAR GRANUM,CA,49.9764,-113.6853,440,-999,1908,2018,111,68.26240254,,,,,1908,2018,111,n.a.,n.a.,n.a.
4213945,4,13,TROUTLAKE RIVER,ABOVE BIG FALLS,CA,50.9083,-93.1,2370,-999,1970,2016,47,0.005902839,,,,,1970,2016,47,17.652,0.556673472,234.8833215
4213950,4,13,VALLEY RIVER,NEAR DAUPHIN,CA,51.2792,-100.0108,2880,-999,1948,2016,69,33.20017577,,,,,1948,2016,69,n.a.,n.a.,n.a.
4213955,4,13,WABIGOON RIVER,DRYDEN,CA,49.8292,-92.8708,2300,-999,1970,2017,48,0.034580139,,,,,1970,2017,48,14.815,0.46720584,203.1329739
4213956,4,13,WABIGOON RIVER,NEAR QUIBELL,CA,49.9556,-93.3972,6370,-999,1953,2017,65,0.281234021,,,,,1953,2017,65,46.296,1.459990656,229.1979052
4213960,4,13,WASKATENAU CREEK,NEAR WASKATENAU,CA,54.1231,-112.7828,312,-999,1966,2018,53,32.78662754,,,,,1966,2018,53,n.a.,n.a.,n.a.
4213970,4,13,WEILLER CREEK,NEAR WETASKIWIN,CA,52.9578,-113.2792,235,-999,1985,2014,30,31.6206992,,,,,1985,2014,30,n.a.,n.a.,n.a.
4213975,4,13,WHITESAND RIVER,NEAR CANORA,CA,51.6364,-102.3697,8740,-999,1943,2016,74,33.49436991,,,,,1943,2016,74,0.279,0.008798544,1.006698398
4214005,4,14,BROWN RIVER,OUTLET OF BROWN LAKE,CA,65.93,-91.06,-999,-999,2004,2016,13,0,,,,,2004,2016,13,48.263,1.522021968,n.a.
4214010,4,14,DUBAWNT RIVER,OUTLET OF MARJORIE LAKE,CA,64.2636,-99.5936,67300,-999,1968,2016,49,26.78885547,,,,,1968,2016,49,366.623,11.56182293,171.7952887
4214020,4,14,HANBURY RIVER,ABOVE HOARE LAKE,CA,63.591389,-105.15361,5810,1010,1971,2016,46,36.87104099,,,,,1971,2016,46,30.314,0.955982304,164.5408441
4214025,4,14,HAYES RIVER,BELOW GODS RIVER,CA,56.431946,-92.788612,103000,-999,1973,2017,45,14.7386461,1974,1993,20,10.83333333,1973,2017,45,591.235,18.64518696,181.0212326
4214030,4,14,"NASTAPOKA, RIVIERE",LOUPS MARINS (LAC DES),CA,56.45,-74.23,8390,-999,1974,2013,40,9.462005443,,,,,1974,2013,40,185.576,5.852324736,697.5357254
4214035,4,14,"MELEZES, RIVIERE AUX",PRES DE LA RIVIERE KOKSOAK,CA,57.67,-69.62,42700,27,1962,2013,52,22.89092174,,,,,1962,2013,52,589.34,18.58542624,435.2558838
4214036,4,14,"MELEZES, RIVIERE AUX",EN AMONT DE LA RIVIERE DU GUE,CA,57.2583,-71.0797,8830,-999,1962,1993,32,6.042643546,,,,,1962,1993,32,105.749,3.334900464,377.6784217
4214040,4,14,"CANIAPISCAU, RIVIERE",CHUTE DE LA PYRITE,CA,57.43,-69.25,86800,67,1954,2013,60,29.40228403,1962,1995,34,0,1954,2013,60,1246.319,39.30391598,452.810092
4214050,4,14,THELON RIVER,ABOVE BEVERLY LAKE,CA,64.530281,-101.36222,65300,80,1970,2016,47,7.467169189,,,,,1970,2016,47,322.346,10.16550346,155.6738661
4214051,4,14,THELON RIVER,BELOW OUTLET OF SCHULTZ LAKE,CA,64.77861,-97.053612,152000,-999,1983,2016,34,6.731620903,,,,,1983,2016,34,928.39,29.27770704,192.6164937
4214060,4,14,THELON RIVER,ABOVE BAKER LAKE,CA,64.4,-96.41,154000,-999,1973,1982,10,2.081051479,1973,1982,10,4.166666667,1973,1982,10,716.728,22.60273421,146.7710014
4214070,4,14,THLEWIAZA RIVER,ABOVE OUTLET SEALHOLE LAKE,CA,60.785831,-98.776947,27000,-999,1978,2017,40,7.474332649,,,,,1978,2017,40,221.037,6.970622832,258.171216
4214075,4,14,FERGUSON RIVER,BELOW O'NEIL LAKE,CA,62.4717,-95.0528,12400,-999,1979,1995,17,15.96070221,,,,,1979,1995,17,79.578,2.509571808,202.3848232
4214080,4,14,ATTAWAPISKAT RIVER,BELOW MUKETEI RIVER,CA,53.091667,-85.008331,36000,-999,1968,2017,50,7.506981328,1968,1993,26,0,1968,2017,50,366.029,11.54309054,320.641404
4214090,4,14,KAZAN RIVER,ABOVE KAZAN FALLS,CA,63.6525,-95.851944,72300,80,1965,2016,52,5.963717615,,,,,1965,2016,52,447.491,14.11207618,195.1877756
4214091,4,14,KAZAN RIVER,OUTLET OF ENNADAI LAKE,CA,61.2536,-100.9739,21400,-999,1962,2017,56,15.10620389,,,,,1962,2017,56,134.488,4.241213568,198.1875499
4214100,4,14,QUOICH RIVER,ABOVE ST. CLAIR FALLS,CA,64.314163,-93.909721,30100,-999,1972,1994,23,7.903820974,1972,1993,22,8.712121212,1972,1994,23,189.009,5.960587824,198.0261736
4214105,4,14,SEAL RIVER,BELOW GREAT ISLAND,CA,58.891666,-96.275276,48100,-999,1955,2017,63,4.015470862,1955,1993,39,1.709401709,1955,2017,63,360.628,11.37276461,236.4400126
4214106,4,14,SOUTH SEAL RIVER,ABOVE FOX LAKE,CA,58.1431,-98.2278,13000,-999,1964,1996,33,9.526622226,,,,,1964,1996,33,81.165,2.55961944,196.8938031
4214107,4,14,NORTH SEAL RIVER,BELOW STONY LAKE,CA,58.8444,-98.2889,18400,-999,1972,1994,23,3.158154453,,,,,1972,1994,23,127.239,4.012609104,218.0765817
4214200,4,14,WOLF RIVER,OUTLET OF WOLF LAKE,CA,54.707779,-111.00056,725,552,1968,2018,51,16.77167065,1968,1996,29,4.733727811,1968,2018,51,1.029,0.032450544,44.75937103
4214210,4,14,BEAVER RIVER,COLD LAKE RESERVE,CA,54.354168,-110.21667,14500,-999,1955,2018,64,0,1955,1996,42,0,1955,2018,64,18.359,0.578969424,39.92892579
4214220,4,14,MEADOW RIVER,BELOW MEADOW LAKE,CA,54.13,-108.39,3340,-999,1958,2016,59,37.09986448,,,,,1958,2016,59,2.256,0.071145216,21.30096287
4214250,4,14,LOON RIVER,ABOVE BRITTON LAKE,CA,56.05,-101.85,1420,283,1976,1987,12,5.050995629,1977,1987,11,1.5625,1976,1987,12,1.833,0.057805488,40.70809014
4214260,4,14,CHURCHILL RIVER,ABOVE GRANVILLE FALLS,CA,56.150002,-100.45834,228000,270,1946,2017,72,9.385002286,1951,1995,45,3.564727955,1946,2017,72,799.515,25.21350504,110.5855484
4214261,4,14,CHURCHILL RIVER,BELOW FIDLER LAKE,CA,57.25,-96.7972,271000,-999,1960,2017,58,10.67536053,,,,,1960,2017,58,436.252,13.75764307,50.7662106
4214262,4,14,CHURCHILL RIVER,ABOVE LEAF RAPIDS,CA,56.4936,-100.0486,244000,-999,1973,2017,45,0.681431005,,,,,1973,2017,45,900.979,28.41327374,116.4478432
4214263,4,14,CHURCHILL RIVER,SANDY BAY,CA,55.5233,-102.3183,212000,-999,1928,2017,90,0,,,,,1928,2017,90,706.745,22.28791032,105.1316525
4214264,4,14,CHURCHILL RIVER,ABOVE OTTER RAPIDS,CA,55.6464,-104.7347,119000,-999,1963,2017,55,0,,,,,1963,2017,55,286.12,9.02308032,75.82420437
4214265,4,14,CHURCHILL RIVER,NEAR PATUANAK,CA,55.925,-107.7278,78700,-999,1930,2017,88,61.30970916,,,,,1930,2017,88,135.155,4.26224808,54.15817128
4214270,4,14,CHURCHILL RIVER,ABOVE RED HEAD RAPIDS,CA,58.120834,-94.625,287000,-999,1971,2017,47,9.924157799,1972,1993,22,18.18181818,1971,2017,47,466.289,14.7048899,51.23655019
4214271,4,14,RAPID RIVER,OUTLET OF LAC LA RONGE,CA,55.35,-104.5,15522,-999,1955,2016,62,78.33996335,,,,,1955,2016,62,37.142,1.171310112,75.46128798
4214275,4,14,LITTLE CHURCHILL RIVER,ABOVE RECLUSE LAKE,CA,56.9367,-95.7631,5810,-999,1967,2017,51,6.140588586,,,,,1967,2017,51,39.275,1.2385764,213.1801033
4214280,4,14,LITTLE BEAVER RIVER,NEAR THE MOUTH,CA,57.6528,-95.6639,4250,-999,1971,2017,47,2.733982876,,,,,1971,2017,47,29.294,0.923815584,217.3683727
4214281,4,14,COCHRANE RIVER,NEAR BROCHET,CA,58,-101.39,28400,-999,1968,2016,49,24.17588557,,,,,1968,2016,49,161.768,5.101515648,179.6308327
4214285,4,14,REINDEER RIVER,ABOVE DEVIL RAPIDS,CA,56.1931,-103.1594,63300,-999,1985,2018,34,0,,,,,1985,2018,34,348.939,11.0041403,173.8410791
4214287,4,14,WATHAMAN RIVER,BELOW WATHAMAN LAKE,CA,57.0889,-103.7111,10200,-999,1971,2018,48,3.134560988,,,,,1971,2018,48,58.626,1.848829536,181.2577976
4214290,4,14,HAULTAIN RIVER,ABOVE NORBERT RIVER,CA,56.2444,-106.5611,3680,-999,1966,2017,52,5.433163048,,,,,1966,2017,52,18.292,0.576856512,156.754487
4214295,4,14,DILLON RIVER,BELOW DILLON LAKE,CA,55.7097,-109.3856,2330,-999,1970,2018,49,5.018325345,,,,,1970,2018,49,8.956,0.282436416,121.2173459
4214297,4,14,CANOE RIVER,NEAR BEAUVAL,CA,55.4081,-108.0403,4730,-999,1973,2018,46,0.799128224,,,,,1973,2018,46,11.076,0.349292736,73.8462444
4214298,4,14,DORE RIVER,NEAR THE MOUTH,CA,54.9303,-107.7436,2960,-999,1970,2018,49,4.341697209,,,,,1970,2018,49,3.752,0.118323072,39.97401081
4214300,4,14,BEAVER RIVER,BELOW WATERHEN RIVER,CA,54.8192,-107.8106,45000,-999,1971,2017,47,15.84824038,,,,,1971,2017,47,46.7,1.4727312,32.72736
4214301,4,14,BEAVER RIVER,NEAR DORINTOSH,CA,54.2964,-108.6044,20500,-999,1933,2017,85,40.54167882,,,,,1933,2017,85,21.848,0.688998528,33.60968429
4214305,4,14,SAND RIVER,NEAR THE MOUTH,CA,54.4672,-111.1856,4910,-999,1967,2018,52,35.66885789,,,,,1967,2018,52,n.a.,n.a.,n.a.
4214310,4,14,HAYES RIVER,BELOW TROUT FALLS,CA,54.856388,-95.120003,8880,183,1974,2017,44,6.060606061,1974,1995,22,6.439393939,1974,2017,44,42.084,1.327161024,149.4550703
4214311,4,14,BACK LAKE,NEAR OXFORD HOUSE,CA,54.94,-95.24,9010,-999,1987,1987,1,24.38356164,,,,,1987,1987,1,n.a.,n.a.,n.a.
4214320,4,14,DEER RIVER,NORTH OF BELCHER,CA,58.015,-94.1956,1880,-999,1978,2017,40,6.995208761,,,,,1978,2017,40,14.43,0.45506448,242.0555745
4214330,4,14,ISLAND LAKE RIVER,NEAR ISLAND LAKE,CA,54.059444,-94.659447,14000,231,1933,1994,62,2.017329482,1933,1994,62,2.571041949,1933,1994,62,85.293,2.689800048,192.1285749
4214350,4,14,GODS RIVER,BELOW ALLEN RAPIDS,CA,55.02639,-93.836113,25900,-999,1933,1994,62,6.869549742,1933,1994,62,7.046070461,1933,1994,62,157.863,4.978367568,192.214964
4214351,4,14,GODS RIVER,NEAR SHAMATTAWA,CA,55.85,-92.0986,65500,-999,1968,2016,49,18.31914774,,,,,1968,2016,49,421.331,13.28709442,202.8564033
4214360,4,14,WINDIGO RIVER,ABOVE MUSKRAT DAM LAKE,CA,53.35,-91.79,10800,-999,1967,2016,50,24.36909394,,,,,1967,2016,50,103.391,3.260538576,301.90172
4214380,4,14,ROSEBERRY RIVER,ABOVE ROSEBERRY LAKES,CA,52.655556,-92.537498,619,305,1967,2017,51,17.3522201,1967,1992,26,0,1967,2017,51,5.696,0.179629056,290.192336
4214390,4,14,SEVERN RIVER,OUTLET OF MUSKRAT DAM LAKE,CA,53.490833,-91.515274,36500,250,1965,2017,53,24.85721771,1965,1994,30,3.988603989,1965,2017,53,279.53,8.81525808,241.51392
4214400,4,14,CAT RIVER,BELOW WESLEYAN LAKE,CA,51.166668,-91.597221,5390,380,1970,2017,48,4.689480355,1970,1995,26,0,1970,2017,48,48.051,1.515336336,281.1384668
4214410,4,14,BRIGHTSAND RIVER,MOBERLEY,CA,49.623611,-90.571945,1170,480,1968,2016,49,37.73021684,1969,1994,26,23.85620915,1968,2016,49,9.846,0.310503456,265.3875692
4214420,4,14,PIPESTONE RIVER,KARL LAKE,CA,52.580555,-90.188889,5960,275,1966,2016,51,0,1967,1995,29,0,1966,2016,51,59.021,1.861286256,312.2963517
4214430,4,14,PINEIMUTA RIVER,EYES LAKE,CA,52.308334,-88.754166,4900,275,1966,2016,51,10.1225824,1966,1994,29,0.589970501,1966,2016,51,52.221,1.646841456,336.0900931
4214440,4,14,SEVERN RIVER,LIMESTONE RAPIDS,CA,55.375,-88.324997,94300,50,1970,1994,25,9.45131968,1970,1994,25,10.33333333,1970,1994,25,633.688,19.98398477,211.9192446
4214450,4,14,WINISK RIVER,BELOW ASHEWEIG RIVER TRIBUTARY,CA,54.516666,-87.23333,50000,100,1965,2017,53,10.75713911,1965,1995,31,6.497175141,1965,2017,53,445.077,14.03594827,280.7189654
4214460,4,14,EKWAN RIVER,BELOW NORTH WASHAGAMI RIVER,CA,53.8,-84.92,10400,-999,1967,2017,51,35.0661419,,,,,1967,2017,51,88.892,2.803298112,269.5478954
4214470,4,14,ASHEWEIG RIVER,STRAIGHT LAKE,CA,53.7167,-87.9444,7950,-999,1966,2016,51,9.429524695,,,,,1966,2016,51,76.409,2.409634224,303.0986445
4214475,4,14,SHAMATTAWA RIVER,OUTLET OF SHAMATTAWA LAKE,CA,54.2833,-85.65,4710,-999,1966,2017,52,10.39051231,,,,,1966,2017,52,40.372,1.273171392,270.3123975
4214480,4,14,ATTAWAPISKAT RIVER,BELOW ATTAWAPISKAT LAKE,CA,52.087502,-87.078331,24200,240,1965,2017,53,33.19708641,1965,1994,30,1.142857143,1965,2017,53,248.656,7.841615616,324.0337031
4214490,4,14,OTOSKWIN RIVER,BELOW BADESDAWA LAKE,CA,51.82,-89.6,9010,-999,1966,2016,51,24.21138654,,,,,1966,2016,51,89.188,2.812632768,312.1678988
4214500,4,14,NAGAGAMI RIVER,HIGHWAY NO.11,CA,49.778889,-84.529999,2410,-999,1950,2018,69,0.099768537,1950,1996,47,0,1950,2018,69,24.591,0.775501776,321.7849693
4214505,4,14,PAGWACHUAN RIVER,HIGHWAY NO. 11,CA,49.7667,-85.2333,2020,-999,1968,2017,50,0,,,,,1968,2017,50,23.06,0.72722016,360.0099802
4214507,4,14,OGOKI RIVER,ABOVE WHITECLAY LAKE,CA,50.8667,-88.9306,11200,-999,1971,2018,48,2.46763754,,,,,1971,2018,48,115.204,3.633073344,324.3815486
4214510,4,14,KABINAKAGAMI RIVER,HIGHWAY NO.11,CA,49.74,-84.1,3780,-999,1950,1987,38,0.235988201,1950,1987,38,0,1950,1987,38,48.033,1.514768688,400.7324571
4214513,4,14,MATTAGAMI RIVER,NEAR TIMMINS,CA,48.4,-81.44,5565.7,-999,1969,2017,49,10.98223791,,,,,1969,2017,49,65.145,2.05441272,369.120276
4214515,4,14,ABITIBI RIVER,ABITIBI CANYON,CA,49.8819,-81.5667,22900,-999,1929,1994,66,3.675,,,,,1929,1994,66,300.342,9.471585312,413.6063455
4214517,4,14,GROUNDHOG RIVER,FAUQUIER,CA,49.31,-82.04,12402.7,-999,1920,2017,98,14.19699312,,,,,1920,2017,98,144.235,4.54859496,366.742319
4214519,4,14,KAPUSKASING RIVER,KAPUSKASING,CA,49.41,-82.43,6759.3,-999,1918,2017,100,14.04824706,,,,,1918,2017,100,77.579,2.446531344,361.9504008
4214520,4,14,ALBANY RIVER,NEAR HAT ISLAND,CA,51.330555,-83.83889,118000,67,1964,2017,54,12.35717962,1964,1995,32,5.205479452,1964,2017,54,1003.245,31.63833432,268.1214773
4214530,4,14,MISSINAIBI RIVER,MATTICE,CA,49.616665,-83.263336,8940,220,1920,2017,98,0,1920,1996,77,0,1920,2017,98,101.675,3.2064228,358.6602685
4214531,4,14,MISSINAIBI RIVER,BELOW WABOOSE RIVER,CA,50.5833,-82.1167,22900,-999,1972,2017,46,1.333174622,,,,,1972,2017,46,240.945,7.59844152,331.8096734
4214540,4,14,ALBANY RIVER,ABOVE NOTTIK ISLAND,CA,51.64,-86.39,32400,-999,1966,2017,52,36.62762715,,,,,1966,2017,52,234.491,7.394908176,228.2379067
4214550,4,14,MOOSE RIVER,MOOSE RIVER CROSSING,CA,50.813889,-81.294444,61100,29,1959,1982,24,0,1959,1982,24,0,1959,1982,24,780.4,24.6106944,402.793689
4214551,4,14,MOOSE RIVER,ABOVE MOOSE RIVER,CA,50.743332,-81.458336,60100,-999,1983,2017,35,12.13235294,1959,1996,38,0,1959,2017,59,726.551,22.91251234,381.2398059
4214555,4,14,ABITIBI RIVER,ONAKAWANA,CA,50.6,-81.41,27500,-999,1959,2017,59,17.15990229,,,,,1959,2017,59,388.802,12.26125987,445.8639953
4214560,4,14,NORTH FRENCH RIVER,NEAR THE MOUTH,CA,51.083332,-80.76667,6680,15,1966,2017,52,0,1966,1996,31,0,1966,2017,52,95.543,3.013044048,451.0544982
